8.719294292,8.432750434,8.444257609,8.390253077,8.681811628,8.489015701,8.636682997,8.539254307,8.678247751,8.415858435,Healthy
7.982410557,7.779557114,7.772709604,7.884596155,8.170961778,7.965283299,7.921328742,7.9697943,7.98161485,7.837139282,Healthy
8.432927613,8.224860974,8.260670935,8.141505007,8.355635925,8.143048816,8.461337638,8.250323644,8.528051418,8.130835618,Healthy
8.156804061,8.056239154,8.142774459,8.074051558,8.329068458,8.113580364,8.329092463,8.137962958,8.39854926,8.033700142,Healthy
8.563551401,8.27213487,8.201203243,8.067074257,8.328815966,8.11214292,8.404736611,8.278851445,8.452849183,8.184082195,Healthy
8.374807877,8.044832322,8.007876392,7.987576684,8.287995969,8.083740776,8.189484891,8.139644113,8.26777809,8.036595361,Healthy
8.343206829,8.068972157,7.937371759,8.071219754,8.430964625,8.18766906,8.144244042,8.236712309,8.235138886,8.103063614,Healthy
7.978150134,7.769479138,7.86205604,7.857877928,8.137604206,7.933811401,8.054019103,7.919505678,8.163052604,7.81269978,Healthy
8.267075821,8.085758736,8.237965976,8.187200926,8.419410675,8.1912851,8.428352706,8.206546357,8.524292261,8.07710417,Healthy
8.388019442,8.08895223,8.150463743,7.910351127,8.11751382,7.919266998,8.379475412,8.066115467,8.461477097,7.989356952,Healthy
8.095483473,7.825830979,7.83967656,7.894763768,8.152514169,7.964586318,8.000886007,7.987449605,8.080952061,7.908899948,Healthy
7.955519905,7.684443964,7.617211227,7.561378149,7.832055998,7.636595213,7.794609375,7.737174984,7.854381804,7.656697312,Healthy
8.375266287,8.034078202,7.786549186,7.747111159,8.040936434,7.818213903,7.946208493,8.030070499,7.952093896,7.929876885,Healthy
7.993170943,7.748861454,7.754804697,7.749406588,8.010164532,7.854938287,7.916379141,7.863295914,7.998969996,7.774186482,Healthy
7.732976879,7.468231934,7.450857994,7.320846647,7.544888356,7.361201681,7.647036866,7.461975722,7.729310285,7.377790996,Healthy
7.785513101,7.612029267,7.822640128,7.817254883,7.994285563,7.859837587,7.976349538,7.786623691,8.0712545,7.739562311,Healthy
7.945558751,7.650090774,7.669711501,7.599634812,7.803458724,7.657900876,7.810055051,7.699421603,7.850258641,7.617438954,Healthy
7.96084778,7.647554201,7.643980681,7.626397743,7.882295981,7.731940906,7.821367148,7.759456221,7.891351452,7.690853142,Healthy
7.849393048,7.616698191,7.658604507,7.47515819,7.699555035,7.55613439,7.822368493,7.62168855,7.862165785,7.564412513,Healthy
8.084110842,7.881243277,7.840301204,7.833403949,8.020512397,7.895730545,7.937278614,7.93888399,7.92789534,7.893536711,Healthy
7.978448372,7.78458198,7.734821813,7.679849732,7.857713175,7.743476393,7.859104947,7.823856618,7.856651972,7.791182017,Healthy
7.388968755,7.212843832,7.180634435,7.112102062,7.27252937,7.147620809,7.285359331,7.22030682,7.287315594,7.15686224,Healthy
7.562886994,7.376742278,7.412121105,7.168764194,7.307907969,7.216484693,7.574565951,7.306458205,7.600880057,7.275143218,Healthy
7.884064925,7.671553439,7.572831763,7.554282254,7.693001544,7.598301284,7.679462971,7.698004621,7.656452354,7.681488247,Healthy
7.601784822,7.386405807,7.419213319,7.247232851,7.393240464,7.300197382,7.57573151,7.37416085,7.604764633,7.344190781,Healthy
7.528877961,7.373867435,7.216892665,7.199725825,7.359207264,7.255823349,7.330159424,7.366032794,7.311127542,7.345615261,Healthy
7.627562053,7.501492779,7.564509483,7.56678351,7.726252996,7.629379792,7.666822759,7.616952348,7.666858447,7.578822945,Healthy
7.237636604,7.106705854,7.031472506,7.097009435,7.249662289,7.143478452,7.1095453,7.190932227,7.100406732,7.162381274,Healthy
7.42488341,7.35033715,7.213808427,7.229639278,7.348975672,7.268835274,7.29639763,7.355336679,7.252320906,7.346166641,Healthy
7.458015445,7.347871193,7.43736193,7.399220278,7.492642001,7.445795515,7.532658376,7.416193957,7.532135547,7.394925648,Healthy
