2.913124072,2.844689527,2.83343776,2.819318407,2.853566531,2.836037958,2.826142989,2.808247537,2.858045599,2.791822109,Healthy
2.989198227,2.987508708,2.924457589,2.978108501,2.9502374,2.906641845,2.987643041,2.978314912,2.984383233,2.902681678,Healthy
2.872718064,2.809968821,2.834228425,2.79958007,2.837215322,2.831124735,2.818199312,2.800252071,2.839696655,2.8019741,Healthy
2.91908137,2.896019294,2.903204903,2.884664063,2.908991004,2.906998915,2.885368011,2.866732607,2.887586352,2.894240176,Healthy
2.848408939,2.866313116,2.769493418,2.847783327,2.791828267,2.797295328,2.824875546,2.840884949,2.809902653,2.745517071,Healthy
2.933725215,2.87488964,2.831631951,2.873351105,2.862470144,2.817759641,2.878041971,2.852729265,2.893659165,2.801868325,Healthy
2.923749377,2.890322262,2.913044012,2.866542641,2.904876435,2.888660689,2.87283571,2.865545461,2.879584492,2.872407171,Healthy
2.947767655,2.949493829,2.934037788,2.928890048,2.921965148,2.918946322,2.924147259,2.920687178,2.920752928,2.911134846,Healthy
2.929202646,2.932762537,2.943282895,2.918902862,2.915265219,2.88767492,2.906028352,2.909873762,2.915255646,2.891635423,Healthy
2.962403174,2.934878393,2.916697356,2.905002719,2.923109333,2.922824658,2.907269644,2.904446776,2.933534738,2.877354085,Healthy
2.955578999,2.876172783,2.87285154,2.896010523,2.907016161,2.869923772,2.893198103,2.848764767,2.899220187,2.865058937,Healthy
3.003021558,2.967505899,2.942685292,2.956634024,2.955436884,2.950171646,2.957960714,2.937646081,2.979238268,2.911429117,Healthy
3.005479021,3.016982791,3.004090038,2.9847107,2.977621843,3.005124338,2.968573554,2.986566578,2.97644429,2.977060715,Healthy
3.010066155,2.977882284,2.975982944,2.977599614,2.976498699,2.938653937,2.971248446,2.954052778,2.978827946,2.934808376,Healthy
2.965132239,3.000272942,2.95393982,2.969817329,2.931898357,2.94234799,2.939774742,2.956568688,2.938467967,2.916955422,Healthy
2.987763082,2.978136591,2.939208881,2.969983946,2.947524302,2.916768777,2.967906162,2.953557313,2.961612824,2.9144373,Healthy
